历史性能_NB覆盖等级-sjl_20190222094808,,,,,,,,,,,,,,,
测量类型:,[NB-IoT]覆盖等级 ,,,,,,,,,,,,,,
查询时间:,2019-02-21 00:00:00 - 2019-02-22 00:00:00,,,,,,,,,,,,,,
制表人:,xironghai,,,,,,,,,,,,,,
制表时间:,2019/2/22 9:48,,,,,,,,,,,,,,
序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,eNodeB,eNodeB名称,小区,小区名称,覆盖等级,请求,成功,用户数
8850,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),78,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-2(78),2,0,0,0
8851,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),78,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-2(78),1,0,0,0
8852,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),78,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-2(78),0,1,1,1
8853,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),79,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-3(79),2,0,0,0
8854,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),79,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-3(79),1,0,0,0
8855,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),79,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-3(79),0,0,0,0
8856,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),77,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-1(77),2,4,4,1
8857,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),77,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-1(77),1,2,2,1
8858,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),948350,葫芦岛连山区兴工海军飞行学院948350FDD-ZLH(948350),77,葫芦岛连山区兴工海军飞行学院948350FDDN-ZLH-1(77),0,1,1,1
8859,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),7,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-1(7),2,0,0,0
8860,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),7,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-1(7),1,12,12,1
8861,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),7,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-1(7),0,1,1,1
8862,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),9,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-3(9),2,3,3,1
8863,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),9,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-3(9),1,2,2,1
8864,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),9,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-3(9),0,1,1,1
8865,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),8,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-2(8),2,0,0,0
8866,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),8,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-2(8),1,0,0,0
8867,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),948301,葫芦岛兴城市曹庄中兴948301FDD-ZLH(948301),8,葫芦岛兴城市曹庄中兴948301FDDN-ZLH-2(8),0,0,0,0
8868,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),12,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-2(12),2,0,0,0
8869,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),12,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-2(12),1,0,0,0
8870,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),12,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-2(12),0,0,0,0
8871,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),11,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-1(11),2,0,0,0
8872,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),11,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-1(11),1,0,0,0
8873,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),11,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-1(11),0,0,0,0
8874,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),13,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-3(13),2,0,0,0
8875,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),13,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-3(13),1,0,0,0
8876,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),270644,葫芦岛龙港区教育莲花桥下广告牌270644FDD-ZLH(270644),13,葫芦岛龙港区教育莲花桥下广告牌270644FDDN-ZLH-3(13),0,0,0,0
8877,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),78,葫芦岛连山区连山燃料公司948320FDDN-ZLH-2(78),2,0,0,0
8878,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),78,葫芦岛连山区连山燃料公司948320FDDN-ZLH-2(78),1,0,0,0
8879,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),78,葫芦岛连山区连山燃料公司948320FDDN-ZLH-2(78),0,0,0,0
8880,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),79,葫芦岛连山区连山燃料公司948320FDDN-ZLH-3(79),2,0,0,0
8881,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),79,葫芦岛连山区连山燃料公司948320FDDN-ZLH-3(79),1,1,1,1
8882,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),79,葫芦岛连山区连山燃料公司948320FDDN-ZLH-3(79),0,3,3,2
8883,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),77,葫芦岛连山区连山燃料公司948320FDDN-ZLH-1(77),2,0,0,0
8884,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),77,葫芦岛连山区连山燃料公司948320FDDN-ZLH-1(77),1,0,0,0
8885,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),948320,葫芦岛连山区连山燃料公司948320FDD-ZLH(948320),77,葫芦岛连山区连山燃料公司948320FDDN-ZLH-1(77),0,0,0,0
8886,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),7,葫芦岛兴城市东辛庄948290FDDN-ZLH-1(7),2,0,0,0
8887,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),7,葫芦岛兴城市东辛庄948290FDDN-ZLH-1(7),1,0,0,0
8888,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),7,葫芦岛兴城市东辛庄948290FDDN-ZLH-1(7),0,0,0,0
8889,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),9,葫芦岛兴城市东辛庄948290FDDN-ZLH-3(9),2,0,0,0
8890,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),9,葫芦岛兴城市东辛庄948290FDDN-ZLH-3(9),1,0,0,0
8891,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),9,葫芦岛兴城市东辛庄948290FDDN-ZLH-3(9),0,0,0,0
8892,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),8,葫芦岛兴城市东辛庄948290FDDN-ZLH-2(8),2,0,0,0
8893,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),8,葫芦岛兴城市东辛庄948290FDDN-ZLH-2(8),1,0,0,0
8894,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),948290,葫芦岛兴城市东辛庄948290FDD-ZLH(948290),8,葫芦岛兴城市东辛庄948290FDDN-ZLH-2(8),0,0,0,0
8895,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),78,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-2(78),2,0,0,0
8896,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),78,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-2(78),1,0,0,0
8897,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),78,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-2(78),0,0,0,0
8898,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),79,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-3(79),2,0,0,0
8899,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),79,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-3(79),1,0,0,0
8900,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),79,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-3(79),0,0,0,0
8901,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),77,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-1(77),2,0,0,0
8902,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),77,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-1(77),1,1,1,1
8903,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),948286,葫芦岛连山区渤海兰花酒店948286FDD-ZLH(948286),77,葫芦岛连山区渤海兰花酒店948286FDDN-ZLH-1(77),0,2,2,1
8904,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),7,葫芦岛建昌县和尚房子623105FDDN-ZLH-1(7),2,0,0,0
8905,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),7,葫芦岛建昌县和尚房子623105FDDN-ZLH-1(7),1,0,0,0
8906,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),7,葫芦岛建昌县和尚房子623105FDDN-ZLH-1(7),0,0,0,0
8907,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),9,葫芦岛建昌县和尚房子623105FDDN-ZLH-3(9),2,0,0,0
8908,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),9,葫芦岛建昌县和尚房子623105FDDN-ZLH-3(9),1,0,0,0
8909,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),9,葫芦岛建昌县和尚房子623105FDDN-ZLH-3(9),0,0,0,0
8910,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),8,葫芦岛建昌县和尚房子623105FDDN-ZLH-2(8),2,0,0,0
8911,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),8,葫芦岛建昌县和尚房子623105FDDN-ZLH-2(8),1,0,0,0
8912,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),623105,葫芦岛建昌县和尚房子623105FDD-ZLH(623105),8,葫芦岛建昌县和尚房子623105FDDN-ZLH-2(8),0,0,0,0
8913,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),72,葫芦岛龙港区龙港金属216536FDDN-ZLH-2(72),2,0,0,0
8914,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),72,葫芦岛龙港区龙港金属216536FDDN-ZLH-2(72),1,0,0,0
8915,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),72,葫芦岛龙港区龙港金属216536FDDN-ZLH-2(72),0,0,0,0
8916,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),71,葫芦岛龙港区龙港金属216536FDDN-ZLH-1(71),2,0,0,0
8917,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),71,葫芦岛龙港区龙港金属216536FDDN-ZLH-1(71),1,0,0,0
8918,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),71,葫芦岛龙港区龙港金属216536FDDN-ZLH-1(71),0,0,0,0
8919,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),73,葫芦岛龙港区龙港金属216536FDDN-ZLH-3(73),2,0,0,0
8920,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),73,葫芦岛龙港区龙港金属216536FDDN-ZLH-3(73),1,0,0,0
8921,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),216536,葫芦岛龙港区龙港金属216536FDD-ZLH(216536),73,葫芦岛龙港区龙港金属216536FDDN-ZLH-3(73),0,0,0,0
8922,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),12,葫芦岛建昌县东城区什大营子基村943438FDDN-ZLH-2(12),0,0,0,0
8923,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),11,葫芦岛建昌县东城区什大营子基村943438FDDN-ZLH-1(11),0,0,0,0
8924,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),943438,葫芦岛建昌县东城区什大营子基村943438FDD-ZLH(943438),13,葫芦岛建昌县东城区什大营子基村943438FDDN-ZLH-3(13),0,0,0,0
8925,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),12,葫芦岛龙港区龙港鸿亿房地产954437FDDN-ZLH-2(12),0,0,0,0
8926,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),11,葫芦岛龙港区龙港鸿亿房地产954437FDDN-ZLH-1(11),0,0,0,0
8927,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),954437,葫芦岛龙港区龙港鸿亿房地产954437FDD-ZLH(954437),13,葫芦岛龙港区龙港鸿亿房地产954437FDDN-ZLH-3(13),0,0,0,0
8928,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),78,葫芦岛龙港区新区交通局948285FDDN-ZLH-2(78),0,0,0,0
8929,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),79,葫芦岛龙港区新区交通局948285FDDN-ZLH-3(79),0,0,0,0
8930,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),948285,葫芦岛龙港区新区交通局948285FDD-ZLH(948285),77,葫芦岛龙港区新区交通局948285FDDN-ZLH-1(77),0,0,0,0
8931,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),12,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDDN-ZLH-2(12),0,0,0,0
8932,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),11,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDDN-ZLH-1(11),0,0,0,0
8933,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),954439,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDD-ZLH(954439),13,葫芦岛龙港区新区CBD龙湾南大街广告牌954439FDDN-ZLH-3(13),0,0,0,0
8934,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),12,葫芦岛龙港区教育粗粮馆953830FDDN-ZLH-2(12),0,0,0,0
8935,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),11,葫芦岛龙港区教育粗粮馆953830FDDN-ZLH-1(11),0,0,0,0
8936,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),953830,葫芦岛龙港区教育粗粮馆953830FDD-ZLH(953830),13,葫芦岛龙港区教育粗粮馆953830FDDN-ZLH-3(13),0,0,0,0
8937,2019/2/21 0:00,2019/2/22 0:00,1天,142,葫芦岛GNF(142),216574,葫芦岛建昌县东城区西山坡216574FDD-ZLH(216574),216574,葫芦岛建昌县东城区西山坡216574FDD-ZLH(216574),72,葫芦岛建昌县东城区西山坡216574FDDN-ZLH-2(72),2,0,0,0
